NORMALIZED_TIME, VOLUME_PERCENT_ERROR
 0.156,12.419
 0.156,12.399
 0.157,12.382
 0.157,12.372
 0.157,12.359
 0.157,12.338
 0.157,12.332
 0.157,12.318
 0.157,12.307
 0.158,12.296
 0.158,12.280
 0.158,12.266
 0.158,12.258
 0.158,12.249
 0.158,12.229
 0.158,12.215
 0.158,12.202
 0.159,12.189
 0.159,12.179
 0.159,12.170
 0.159,12.162
 0.159,12.150
 0.159,12.132
 0.159,12.114
 0.160,12.098
 0.160,12.083
 0.160,12.070
 0.160,12.059
 0.160,12.042
 0.160,12.029
 0.160,12.019
 0.161,12.012
 0.161,12.004
 0.161,11.998
 0.161,11.995
 0.161,11.996
 0.161,11.999
 0.161,12.005
 0.161,11.997
 0.162,11.987
 0.162,11.978
 0.162,11.969
 0.162,11.965
 0.162,11.974
 0.162,11.982
 0.162,11.977
 0.163,11.973
 0.163,11.969
 0.163,11.966
 0.163,11.961
 0.163,11.956
 0.163,11.945
 0.163,11.935
 0.163,11.924
 0.164,11.911
 0.164,11.900
 0.164,11.889
 0.164,11.881
 0.164,11.874
 0.164,11.861
 0.164,11.856
 0.165,11.846
 0.165,11.829
 0.165,11.819
 0.165,11.807
 0.165,11.803
 0.165,11.796
 0.165,11.785
 0.165,11.774
 0.166,11.761
 0.166,11.750
 0.166,11.743
 0.166,11.735
 0.166,11.728
 0.166,11.719
 0.166,11.711
 0.167,11.699
 0.167,11.693
 0.167,11.690
 0.167,11.685
 0.167,11.697
 0.167,11.708
 0.167,11.711
 0.167,11.709
 0.168,11.705
 0.168,11.699
 0.168,11.691
 0.168,11.679
 0.168,11.666
 0.168,11.658
 0.168,11.646
 0.169,11.633
 0.169,11.623
 0.169,11.605
 0.169,11.598
 0.169,11.591
 0.169,11.585
 0.169,11.574
 0.169,11.559
 0.170,11.539
 0.170,11.526
 0.170,11.508
 0.170,11.494
 0.170,11.485
 0.170,11.470
 0.170,11.458
 0.171,11.445
 0.171,11.437
 0.171,11.429
 0.171,11.416
 0.171,11.406
 0.171,11.396
 0.171,11.389
 0.171,11.375
 0.172,11.349
 0.172,11.341
 0.172,11.333
 0.172,11.328
 0.172,11.322
 0.172,11.318
 0.172,11.313
 0.173,11.307
 0.173,11.302
 0.173,11.295
 0.173,11.280
 0.173,11.268
 0.173,11.250
 0.173,11.232
 0.173,11.208
 0.174,11.195
 0.174,11.182
 0.174,11.173
 0.174,11.168
 0.174,11.164
 0.174,11.162
 0.174,11.157
 0.175,11.154
 0.175,11.152
 0.175,11.148
 0.175,11.139
 0.175,11.135
 0.175,11.132
 0.175,11.129
 0.175,11.127
 0.176,11.125
 0.176,11.127
 0.176,11.125
 0.176,11.122
 0.176,11.119
 0.176,11.117
 0.176,11.115
 0.177,11.113
 0.177,11.102
 0.177,11.095
 0.177,11.087
 0.177,11.078
 0.177,11.072
 0.177,11.068
 0.177,11.061
 0.178,11.052
 0.178,11.043
 0.178,11.037
 0.178,11.022
 0.178,11.010
 0.178,11.002
 0.178,10.998
 0.179,10.990
 0.179,10.984
 0.179,10.975
 0.179,10.963
 0.179,10.953
 0.179,10.942
 0.179,10.935
 0.179,10.918
 0.180,10.894
 0.180,10.883
 0.180,10.869
 0.180,10.857
 0.180,10.844
 0.180,10.838
 0.180,10.829
 0.181,10.817
 0.181,10.798
 0.181,10.788
 0.181,10.777
 0.181,10.761
 0.181,10.753
 0.181,10.739
 0.181,10.714
 0.182,10.695
 0.182,10.682
 0.182,10.671
 0.182,10.664
 0.182,10.664
 0.182,10.657
 0.182,10.658
 0.183,10.666
 0.183,10.663
 0.183,10.661
 0.183,10.662
 0.183,10.661
 0.183,10.663
 0.183,10.657
 0.183,10.653
 0.184,10.648
 0.184,10.645
 0.184,10.641
 0.184,10.631
 0.184,10.624
 0.184,10.620
 0.184,10.616
 0.185,10.613
 0.185,10.610
 0.185,10.608
 0.185,10.611
 0.185,10.608
 0.185,10.605
 0.185,10.604
 0.185,10.600
 0.186,10.598
 0.186,10.596
 0.186,10.592
 0.186,10.588
 0.186,10.585
 0.186,10.582
 0.186,10.577
 0.187,10.568
 0.187,10.557
 0.187,10.549
 0.187,10.543
 0.187,10.536
 0.187,10.529
 0.187,10.524
 0.187,10.519
 0.188,10.515
 0.188,10.509
 0.188,10.506
 0.188,10.502
 0.188,10.498
 0.188,10.495
 0.188,10.492
 0.189,10.488
 0.189,10.486
 0.189,10.484
 0.189,10.482
 0.189,10.480
 0.189,10.475
 0.189,10.470
 0.189,10.465
 0.190,10.454
 0.190,10.446
 0.190,10.438
 0.190,10.433
 0.190,10.428
 0.190,10.424
 0.190,10.418
 0.191,10.407
 0.191,10.396
 0.191,10.383
 0.191,10.370
 0.191,10.359
 0.191,10.348
 0.191,10.340
 0.191,10.326
 0.192,10.306
 0.192,10.294
 0.192,10.275
 0.192,10.265
 0.192,10.251
 0.192,10.237
 0.192,10.228
 0.193,10.222
 0.193,10.216
 0.193,10.208
 0.193,10.191
 0.193,10.186
 0.193,10.180
 0.193,10.177
 0.193,10.167
 0.194,10.160
 0.194,10.157
 0.194,10.153
 0.194,10.150
 0.194,10.147
 0.194,10.145
 0.194,10.143
 0.195,10.142
 0.195,10.142
 0.195,10.140
 0.195,10.139
 0.195,10.138
 0.195,10.135
 0.195,10.134
 0.195,10.137
 0.196,10.134
 0.196,10.130
 0.196,10.128
 0.196,10.131
 0.196,10.126
 0.196,10.122
 0.196,10.116
 0.197,10.112
 0.197,10.109
 0.197,10.105
 0.197,10.097
 0.197,10.091
 0.197,10.077
 0.197,10.068
 0.197,10.051
 0.198,10.039
 0.198,10.026
 0.198,10.018
 0.198,10.014
 0.198,10.011
 0.198,10.007
 0.198,10.003
 0.199, 9.999
 0.199, 9.996
 0.199, 9.989
 0.199, 9.983
 0.199, 9.981
 0.199, 9.982
 0.199, 9.982
 0.199, 9.988
 0.200, 9.984
 0.200, 9.983
 0.200, 9.982
 0.200, 9.982
 0.200, 9.979
 0.200, 9.975
 0.200, 9.973
 0.201, 9.972
 0.201, 9.972
 0.201, 9.971
 0.201, 9.969
 0.201, 9.967
 0.201, 9.964
 0.201, 9.960
 0.201, 9.955
 0.202, 9.943
 0.202, 9.938
 0.202, 9.929
 0.202, 9.924
 0.202, 9.919
 0.202, 9.912
 0.202, 9.906
 0.203, 9.901
 0.203, 9.898
 0.203, 9.893
 0.203, 9.890
 0.203, 9.888
 0.203, 9.886
 0.203, 9.885
 0.203, 9.884
 0.204, 9.884
 0.204, 9.884
 0.204, 9.884
 0.204, 9.885
 0.204, 9.886
 0.204, 9.885
 0.204, 9.883
 0.205, 9.881
 0.205, 9.879
 0.205, 9.877
 0.205, 9.878
 0.205, 9.877
 0.205, 9.876
 0.205, 9.876
