TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_1, D_1, D_true_1, D_true_2, D_true_3, ang_con_1, ang_con_2, ang_con_3, ang_con_4
9.610,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.618,2.599,2.737,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.620,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.620,2.602,2.740,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.630,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.623,2.604,2.742,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.640,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.625,2.607,2.745,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.650,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.628,2.609,2.747,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.660,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.630,2.612,2.750,0.200,0.200,0.200,109.461,65.678,111.868,81.191
9.670,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.633,2.614,2.752,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.680,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.635,2.617,2.755,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.690,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.638,2.619,2.757,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.700,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.640,2.622,2.760,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.710,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.643,2.624,2.762,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.720,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.645,2.627,2.765,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.730,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.648,2.629,2.767,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.740,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.650,2.632,2.770,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.750,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.653,2.634,2.772,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.760,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.655,2.637,2.775,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.770,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.658,2.639,2.777,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.780,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.660,2.642,2.780,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.790,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.663,2.644,2.782,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.800,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.665,2.647,2.785,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.810,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.668,2.649,2.787,0.200,0.200,0.200,109.462,65.678,111.867,81.191
9.820,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.670,2.652,2.790,0.200,0.200,0.200,109.463,65.678,111.866,81.191
9.830,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.673,2.654,2.792,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.840,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.675,2.657,2.795,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.850,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.678,2.659,2.797,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.860,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.680,2.662,2.800,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.870,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.683,2.664,2.802,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.880,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.685,2.667,2.805,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.890,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.688,2.669,2.807,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.900,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.690,2.672,2.810,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.910,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.693,2.674,2.812,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.920,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.695,2.677,2.815,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.930,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.698,2.679,2.817,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.940,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.700,2.682,2.820,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.950,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.703,2.684,2.823,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.960,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.705,2.687,2.825,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.970,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.708,2.689,2.828,0.200,0.200,0.200,109.463,65.677,111.866,81.191
9.980,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.710,2.692,2.830,0.200,0.200,0.200,109.463,65.677,111.866,81.190
9.990,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.713,2.694,2.833,0.200,0.200,0.200,109.463,65.677,111.866,81.190
10.000,0.500,0.500,0.500,0.348,0.000,0.000,0.000,-0.200,-0.200,-0.200,0.000,0.000,0.000,0.000,0.000,0.000,2.715,2.697,2.835,0.200,0.200,0.200,109.463,65.677,111.866,81.190
