TIME, eR_1, eR_2, eR_3, Psi, eW_1, eW_2, eW_3, u_1, u_2, u_3, W_1, W_2, W_3, Wd_1, Wd_2, Wd_3, D_1, D_2, D_3, D_true_1, D_true_2, D_true_3, ang_con_1, ang_con_2, ang_con_3, ang_con_4
4.494,-0.072,-0.089,-0.192,0.021,0.049,0.067,0.134,-0.200,-0.200,-0.201,0.049,0.067,0.134,0.000,0.000,0.000,0.214,0.216,0.239,0.200,0.200,0.200,70.284,72.030,158.779,99.917
4.505,-0.071,-0.088,-0.191,0.021,0.049,0.066,0.133,-0.200,-0.200,-0.201,0.049,0.066,0.133,0.000,0.000,0.000,0.214,0.216,0.238,0.200,0.200,0.200,70.355,72.002,158.694,99.888
4.515,-0.071,-0.087,-0.189,0.020,0.048,0.066,0.132,-0.200,-0.200,-0.201,0.048,0.066,0.132,0.000,0.000,0.000,0.214,0.216,0.238,0.200,0.200,0.200,70.426,71.975,158.610,99.858
4.525,-0.070,-0.086,-0.188,0.020,0.048,0.065,0.130,-0.200,-0.200,-0.201,0.048,0.065,0.130,0.000,0.000,0.000,0.214,0.216,0.238,0.200,0.200,0.200,70.496,71.948,158.526,99.830
4.535,-0.069,-0.085,-0.186,0.020,0.047,0.064,0.129,-0.200,-0.200,-0.201,0.047,0.064,0.129,0.000,0.000,0.000,0.214,0.216,0.237,0.200,0.200,0.200,70.566,71.921,158.444,99.801
4.545,-0.069,-0.085,-0.185,0.019,0.047,0.063,0.128,-0.200,-0.200,-0.201,0.047,0.063,0.128,0.000,0.000,0.000,0.214,0.215,0.237,0.200,0.200,0.200,70.636,71.894,158.362,99.773
4.555,-0.068,-0.084,-0.183,0.019,0.046,0.063,0.127,-0.200,-0.200,-0.201,0.046,0.063,0.127,0.000,0.000,0.000,0.214,0.215,0.237,0.200,0.200,0.200,70.704,71.868,158.281,99.745
4.565,-0.068,-0.083,-0.182,0.019,0.046,0.062,0.126,-0.200,-0.200,-0.201,0.046,0.062,0.126,0.000,0.000,0.000,0.214,0.215,0.237,0.200,0.200,0.200,70.773,71.842,158.201,99.718
4.575,-0.067,-0.082,-0.180,0.019,0.045,0.061,0.125,-0.200,-0.200,-0.201,0.045,0.061,0.125,0.000,0.000,0.000,0.214,0.215,0.236,0.200,0.200,0.200,70.840,71.815,158.121,99.691
4.585,-0.066,-0.082,-0.179,0.018,0.045,0.061,0.124,-0.200,-0.200,-0.201,0.045,0.061,0.124,0.000,0.000,0.000,0.213,0.215,0.236,0.200,0.200,0.200,70.907,71.789,158.043,99.664
4.595,-0.066,-0.081,-0.178,0.018,0.045,0.060,0.123,-0.200,-0.200,-0.201,0.045,0.060,0.123,0.000,0.000,0.000,0.213,0.215,0.236,0.200,0.200,0.200,70.974,71.763,157.964,99.638
4.605,-0.065,-0.080,-0.176,0.018,0.044,0.059,0.122,-0.200,-0.200,-0.201,0.044,0.059,0.122,0.000,0.000,0.000,0.213,0.215,0.235,0.200,0.200,0.200,71.040,71.738,157.887,99.612
4.615,-0.065,-0.079,-0.175,0.017,0.044,0.059,0.121,-0.200,-0.200,-0.201,0.044,0.059,0.121,0.000,0.000,0.000,0.213,0.215,0.235,0.200,0.200,0.200,71.105,71.712,157.810,99.586
4.625,-0.064,-0.079,-0.173,0.017,0.043,0.058,0.120,-0.200,-0.200,-0.201,0.043,0.058,0.120,0.000,0.000,0.000,0.213,0.215,0.235,0.200,0.200,0.200,71.171,71.686,157.734,99.560
4.635,-0.064,-0.078,-0.172,0.017,0.043,0.057,0.119,-0.200,-0.200,-0.201,0.043,0.057,0.119,0.000,0.000,0.000,0.213,0.215,0.235,0.200,0.200,0.200,71.235,71.661,157.659,99.535
4.645,-0.063,-0.077,-0.171,0.017,0.043,0.057,0.118,-0.200,-0.200,-0.201,0.043,0.057,0.118,0.000,0.000,0.000,0.213,0.214,0.234,0.200,0.200,0.200,71.299,71.636,157.585,99.510
4.655,-0.062,-0.077,-0.169,0.016,0.042,0.056,0.117,-0.200,-0.200,-0.201,0.042,0.056,0.117,0.000,0.000,0.000,0.213,0.214,0.234,0.200,0.200,0.200,71.363,71.611,157.511,99.486
4.665,-0.062,-0.076,-0.168,0.016,0.042,0.056,0.116,-0.200,-0.200,-0.201,0.042,0.056,0.116,0.000,0.000,0.000,0.213,0.214,0.234,0.200,0.200,0.200,71.426,71.586,157.437,99.462
4.675,-0.061,-0.075,-0.166,0.016,0.041,0.055,0.115,-0.200,-0.200,-0.201,0.041,0.055,0.115,0.000,0.000,0.000,0.213,0.214,0.234,0.200,0.200,0.200,71.488,71.562,157.365,99.438
4.685,-0.061,-0.075,-0.165,0.015,0.041,0.054,0.114,-0.200,-0.200,-0.201,0.041,0.054,0.114,0.000,0.000,0.000,0.212,0.214,0.233,0.200,0.200,0.200,71.550,71.537,157.293,99.414
4.695,-0.060,-0.074,-0.164,0.015,0.041,0.054,0.113,-0.200,-0.200,-0.201,0.041,0.054,0.113,0.000,0.000,0.000,0.212,0.214,0.233,0.200,0.200,0.200,71.612,71.513,157.221,99.391
4.705,-0.060,-0.073,-0.163,0.015,0.040,0.053,0.112,-0.200,-0.200,-0.201,0.040,0.053,0.112,0.000,0.000,0.000,0.212,0.214,0.233,0.200,0.200,0.200,71.673,71.489,157.151,99.368
4.715,-0.059,-0.073,-0.161,0.015,0.040,0.053,0.111,-0.200,-0.200,-0.201,0.040,0.053,0.111,0.000,0.000,0.000,0.212,0.214,0.233,0.200,0.200,0.200,71.733,71.464,157.080,99.345
4.725,-0.059,-0.072,-0.160,0.014,0.039,0.052,0.110,-0.200,-0.200,-0.201,0.039,0.052,0.110,0.000,0.000,0.000,0.212,0.214,0.232,0.200,0.200,0.200,71.793,71.441,157.011,99.322
4.735,-0.058,-0.071,-0.159,0.014,0.039,0.052,0.109,-0.200,-0.200,-0.201,0.039,0.052,0.109,0.000,0.000,0.000,0.212,0.214,0.232,0.200,0.200,0.200,71.853,71.417,156.942,99.300
4.745,-0.058,-0.071,-0.157,0.014,0.039,0.051,0.108,-0.200,-0.200,-0.201,0.039,0.051,0.108,0.000,0.000,0.000,0.212,0.213,0.232,0.200,0.200,0.200,71.912,71.393,156.874,99.278
4.755,-0.057,-0.070,-0.156,0.014,0.038,0.051,0.107,-0.200,-0.200,-0.201,0.038,0.051,0.107,0.000,0.000,0.000,0.212,0.213,0.232,0.200,0.200,0.200,71.971,71.370,156.806,99.256
4.765,-0.057,-0.069,-0.155,0.014,0.038,0.050,0.107,-0.200,-0.200,-0.201,0.038,0.050,0.107,0.000,0.000,0.000,0.212,0.213,0.231,0.200,0.200,0.200,72.029,71.347,156.739,99.235
4.775,-0.056,-0.069,-0.154,0.013,0.038,0.050,0.106,-0.200,-0.200,-0.201,0.038,0.050,0.106,0.000,0.000,0.000,0.212,0.213,0.231,0.200,0.200,0.200,72.087,71.323,156.673,99.213
4.785,-0.056,-0.068,-0.152,0.013,0.037,0.049,0.105,-0.200,-0.200,-0.201,0.037,0.049,0.105,0.000,0.000,0.000,0.211,0.213,0.231,0.200,0.200,0.200,72.144,71.300,156.607,99.192
4.795,-0.055,-0.068,-0.151,0.013,0.037,0.049,0.104,-0.200,-0.200,-0.201,0.037,0.049,0.104,0.000,0.000,0.000,0.211,0.213,0.231,0.200,0.200,0.200,72.201,71.278,156.541,99.171
4.805,-0.055,-0.067,-0.150,0.013,0.037,0.048,0.103,-0.200,-0.200,-0.201,0.037,0.048,0.103,0.000,0.000,0.000,0.211,0.213,0.230,0.200,0.200,0.200,72.258,71.255,156.477,99.151
4.815,-0.054,-0.066,-0.149,0.013,0.036,0.048,0.102,-0.200,-0.200,-0.201,0.036,0.048,0.102,0.000,0.000,0.000,0.211,0.213,0.230,0.200,0.200,0.200,72.314,71.232,156.412,99.131
4.825,-0.054,-0.066,-0.148,0.012,0.036,0.047,0.101,-0.200,-0.200,-0.201,0.036,0.047,0.101,0.000,0.000,0.000,0.211,0.213,0.230,0.200,0.200,0.200,72.369,71.210,156.349,99.110
4.835,-0.054,-0.065,-0.146,0.012,0.036,0.047,0.101,-0.200,-0.200,-0.201,0.036,0.047,0.101,0.000,0.000,0.000,0.211,0.213,0.230,0.200,0.200,0.200,72.424,71.188,156.286,99.091
4.845,-0.053,-0.065,-0.145,0.012,0.035,0.046,0.100,-0.200,-0.200,-0.201,0.035,0.046,0.100,0.000,0.000,0.000,0.211,0.212,0.229,0.200,0.200,0.200,72.479,71.166,156.223,99.071
4.855,-0.053,-0.064,-0.144,0.012,0.035,0.046,0.099,-0.200,-0.200,-0.201,0.035,0.046,0.099,0.000,0.000,0.000,0.211,0.212,0.229,0.200,0.200,0.200,72.533,71.144,156.161,99.051
4.865,-0.052,-0.064,-0.143,0.012,0.035,0.045,0.098,-0.200,-0.200,-0.201,0.035,0.045,0.098,0.000,0.000,0.000,0.211,0.212,0.229,0.200,0.200,0.200,72.587,71.122,156.100,99.032
4.875,-0.052,-0.063,-0.142,0.011,0.034,0.045,0.097,-0.200,-0.200,-0.201,0.034,0.045,0.097,0.000,0.000,0.000,0.211,0.212,0.229,0.200,0.200,0.200,72.640,71.100,156.039,99.013
4.885,-0.051,-0.062,-0.141,0.011,0.034,0.044,0.097,-0.200,-0.200,-0.201,0.034,0.044,0.097,0.000,0.000,0.000,0.211,0.212,0.229,0.200,0.200,0.200,72.694,71.079,155.978,98.994
4.895,-0.051,-0.062,-0.140,0.011,0.034,0.044,0.096,-0.200,-0.200,-0.201,0.034,0.044,0.096,0.000,0.000,0.000,0.210,0.212,0.228,0.200,0.200,0.200,72.746,71.057,155.918,98.976
4.905,-0.050,-0.061,-0.139,0.011,0.034,0.043,0.095,-0.200,-0.200,-0.201,0.034,0.043,0.095,0.000,0.000,0.000,0.210,0.212,0.228,0.200,0.200,0.200,72.798,71.036,155.859,98.958
4.915,-0.050,-0.061,-0.137,0.011,0.033,0.043,0.094,-0.200,-0.200,-0.201,0.033,0.043,0.094,0.000,0.000,0.000,0.210,0.212,0.228,0.200,0.200,0.200,72.850,71.015,155.800,98.939
4.925,-0.050,-0.060,-0.136,0.010,0.033,0.043,0.093,-0.200,-0.200,-0.201,0.033,0.043,0.093,0.000,0.000,0.000,0.210,0.212,0.228,0.200,0.200,0.200,72.901,70.994,155.742,98.921
4.935,-0.049,-0.060,-0.135,0.010,0.033,0.042,0.093,-0.200,-0.200,-0.201,0.033,0.042,0.093,0.000,0.000,0.000,0.210,0.212,0.227,0.200,0.200,0.200,72.952,70.973,155.684,98.904
4.945,-0.049,-0.059,-0.134,0.010,0.032,0.042,0.092,-0.200,-0.200,-0.201,0.032,0.042,0.092,0.000,0.000,0.000,0.210,0.212,0.227,0.200,0.200,0.200,73.003,70.953,155.626,98.886
4.955,-0.048,-0.059,-0.133,0.010,0.032,0.041,0.091,-0.200,-0.200,-0.201,0.032,0.041,0.091,0.000,0.000,0.000,0.210,0.211,0.227,0.200,0.200,0.200,73.053,70.932,155.569,98.869
4.965,-0.048,-0.058,-0.132,0.010,0.032,0.041,0.090,-0.200,-0.200,-0.201,0.032,0.041,0.090,0.000,0.000,0.000,0.210,0.211,0.227,0.200,0.200,0.200,73.103,70.912,155.513,98.851
4.975,-0.048,-0.058,-0.131,0.010,0.032,0.041,0.090,-0.200,-0.200,-0.201,0.032,0.041,0.090,0.000,0.000,0.000,0.210,0.211,0.227,0.200,0.200,0.200,73.152,70.892,155.457,98.834
4.985,-0.047,-0.057,-0.130,0.009,0.031,0.040,0.089,-0.200,-0.200,-0.201,0.031,0.040,0.089,0.000,0.000,0.000,0.210,0.211,0.226,0.200,0.200,0.200,73.201,70.872,155.401,98.818
4.995,-0.047,-0.057,-0.129,0.009,0.031,0.040,0.088,-0.200,-0.200,-0.201,0.031,0.040,0.088,0.000,0.000,0.000,0.210,0.211,0.226,0.200,0.200,0.200,73.250,70.852,155.346,98.801
5.005,-0.046,-0.056,-0.128,0.009,0.031,0.039,0.088,-0.200,-0.200,-0.201,0.031,0.039,0.088,0.000,0.000,0.000,0.210,0.211,0.226,0.200,0.200,0.200,73.298,70.832,155.292,98.784
5.015,-0.046,-0.056,-0.127,0.009,0.030,0.039,0.087,-0.200,-0.200,-0.201,0.030,0.039,0.087,0.000,0.000,0.000,0.210,0.211,0.226,0.200,0.200,0.200,73.346,70.812,155.238,98.768
5.025,-0.046,-0.055,-0.126,0.009,0.030,0.039,0.086,-0.200,-0.200,-0.201,0.030,0.039,0.086,0.000,0.000,0.000,0.209,0.211,0.226,0.200,0.200,0.200,73.394,70.793,155.184,98.752
5.035,-0.045,-0.055,-0.125,0.009,0.030,0.038,0.085,-0.200,-0.200,-0.201,0.030,0.038,0.085,0.000,0.000,0.000,0.209,0.211,0.225,0.200,0.200,0.200,73.441,70.773,155.131,98.736
5.045,-0.045,-0.054,-0.124,0.009,0.030,0.038,0.085,-0.200,-0.200,-0.201,0.030,0.038,0.085,0.000,0.000,0.000,0.209,0.211,0.225,0.200,0.200,0.200,73.488,70.754,155.078,98.720
5.055,-0.044,-0.054,-0.123,0.008,0.029,0.038,0.084,-0.200,-0.200,-0.201,0.029,0.038,0.084,0.000,0.000,0.000,0.209,0.211,0.225,0.200,0.200,0.200,73.534,70.735,155.026,98.705
5.065,-0.044,-0.053,-0.122,0.008,0.029,0.037,0.083,-0.200,-0.200,-0.201,0.029,0.037,0.083,0.000,0.000,0.000,0.209,0.211,0.225,0.200,0.200,0.200,73.580,70.716,154.974,98.689
5.075,-0.044,-0.053,-0.121,0.008,0.029,0.037,0.083,-0.200,-0.200,-0.201,0.029,0.037,0.083,0.000,0.000,0.000,0.209,0.210,0.225,0.200,0.200,0.200,73.626,70.697,154.923,98.674
5.085,-0.043,-0.053,-0.120,0.008,0.029,0.037,0.082,-0.200,-0.200,-0.201,0.029,0.037,0.082,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.671,70.678,154.872,98.659
5.095,-0.043,-0.052,-0.119,0.008,0.028,0.036,0.081,-0.200,-0.200,-0.201,0.028,0.036,0.081,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.716,70.660,154.821,98.644
5.105,-0.043,-0.052,-0.118,0.008,0.028,0.036,0.081,-0.200,-0.200,-0.201,0.028,0.036,0.081,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.761,70.641,154.771,98.629
5.115,-0.042,-0.051,-0.117,0.008,0.028,0.036,0.080,-0.200,-0.200,-0.201,0.028,0.036,0.080,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.805,70.623,154.721,98.614
5.125,-0.042,-0.051,-0.116,0.008,0.028,0.035,0.079,-0.200,-0.200,-0.201,0.028,0.035,0.079,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.849,70.605,154.672,98.600
5.135,-0.042,-0.050,-0.115,0.007,0.027,0.035,0.079,-0.200,-0.200,-0.201,0.027,0.035,0.079,0.000,0.000,0.000,0.209,0.210,0.224,0.200,0.200,0.200,73.893,70.586,154.623,98.585
5.145,-0.041,-0.050,-0.115,0.007,0.027,0.035,0.078,-0.200,-0.200,-0.201,0.027,0.035,0.078,0.000,0.000,0.000,0.209,0.210,0.223,0.200,0.200,0.200,73.936,70.568,154.574,98.571
5.155,-0.041,-0.050,-0.114,0.007,0.027,0.034,0.078,-0.200,-0.200,-0.201,0.027,0.034,0.078,0.000,0.000,0.000,0.208,0.210,0.223,0.200,0.200,0.200,73.979,70.551,154.526,98.557
5.165,-0.040,-0.049,-0.113,0.007,0.027,0.034,0.077,-0.200,-0.200,-0.201,0.027,0.034,0.077,0.000,0.000,0.000,0.208,0.210,0.223,0.200,0.200,0.200,74.021,70.533,154.479,98.543
5.175,-0.040,-0.049,-0.112,0.007,0.026,0.034,0.076,-0.200,-0.200,-0.201,0.026,0.034,0.076,0.000,0.000,0.000,0.208,0.210,0.223,0.200,0.200,0.200,74.064,70.515,154.431,98.529
5.185,-0.040,-0.048,-0.111,0.007,0.026,0.033,0.076,-0.200,-0.200,-0.201,0.026,0.033,0.076,0.000,0.000,0.000,0.208,0.210,0.223,0.200,0.200,0.200,74.106,70.498,154.384,98.515
5.195,-0.039,-0.048,-0.110,0.007,0.026,0.033,0.075,-0.200,-0.200,-0.201,0.026,0.033,0.075,0.000,0.000,0.000,0.208,0.210,0.222,0.200,0.200,0.200,74.147,70.481,154.338,98.502
5.205,-0.039,-0.047,-0.109,0.007,0.026,0.033,0.074,-0.200,-0.200,-0.201,0.026,0.033,0.074,0.000,0.000,0.000,0.208,0.209,0.222,0.200,0.200,0.200,74.188,70.463,154.292,98.489
5.215,-0.039,-0.047,-0.108,0.007,0.026,0.032,0.074,-0.200,-0.200,-0.201,0.026,0.032,0.074,0.000,0.000,0.000,0.208,0.209,0.222,0.200,0.200,0.200,74.229,70.446,154.246,98.475
5.225,-0.038,-0.047,-0.107,0.006,0.025,0.032,0.073,-0.200,-0.200,-0.201,0.025,0.032,0.073,0.000,0.000,0.000,0.208,0.209,0.222,0.200,0.200,0.200,74.270,70.429,154.201,98.462
5.235,-0.038,-0.046,-0.107,0.006,0.025,0.032,0.073,-0.200,-0.200,-0.201,0.025,0.032,0.073,0.000,0.000,0.000,0.208,0.209,0.222,0.200,0.200,0.200,74.310,70.413,154.156,98.449
5.245,-0.038,-0.046,-0.106,0.006,0.025,0.032,0.072,-0.200,-0.200,-0.201,0.025,0.032,0.072,0.000,0.000,0.000,0.208,0.209,0.222,0.200,0.200,0.200,74.350,70.396,154.111,98.436
5.255,-0.038,-0.046,-0.105,0.006,0.025,0.031,0.072,-0.200,-0.200,-0.201,0.025,0.031,0.072,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.390,70.379,154.067,98.424
5.265,-0.037,-0.045,-0.104,0.006,0.024,0.031,0.071,-0.200,-0.200,-0.201,0.024,0.031,0.071,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.430,70.363,154.023,98.411
5.275,-0.037,-0.045,-0.103,0.006,0.024,0.031,0.070,-0.200,-0.200,-0.201,0.024,0.031,0.070,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.469,70.346,153.979,98.398
5.285,-0.037,-0.044,-0.103,0.006,0.024,0.030,0.070,-0.200,-0.200,-0.201,0.024,0.030,0.070,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.507,70.330,153.936,98.386
5.295,-0.036,-0.044,-0.102,0.006,0.024,0.030,0.069,-0.200,-0.200,-0.201,0.024,0.030,0.069,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.546,70.314,153.893,98.374
5.305,-0.036,-0.044,-0.101,0.006,0.024,0.030,0.069,-0.200,-0.200,-0.201,0.024,0.030,0.069,0.000,0.000,0.000,0.208,0.209,0.221,0.200,0.200,0.200,74.584,70.298,153.851,98.362
5.315,-0.036,-0.043,-0.100,0.006,0.023,0.030,0.068,-0.200,-0.200,-0.201,0.023,0.030,0.068,0.000,0.000,0.000,0.207,0.209,0.220,0.200,0.200,0.200,74.622,70.282,153.808,98.350
5.325,-0.035,-0.043,-0.099,0.005,0.023,0.029,0.068,-0.200,-0.200,-0.201,0.023,0.029,0.068,0.000,0.000,0.000,0.207,0.209,0.220,0.200,0.200,0.200,74.660,70.266,153.767,98.338
5.335,-0.035,-0.043,-0.099,0.005,0.023,0.029,0.067,-0.200,-0.200,-0.201,0.023,0.029,0.067,0.000,0.000,0.000,0.207,0.209,0.220,0.200,0.200,0.200,74.697,70.251,153.725,98.326
5.345,-0.035,-0.042,-0.098,0.005,0.023,0.029,0.067,-0.200,-0.200,-0.201,0.023,0.029,0.067,0.000,0.000,0.000,0.207,0.208,0.220,0.200,0.200,0.200,74.734,70.235,153.684,98.314
5.355,-0.035,-0.042,-0.097,0.005,0.023,0.029,0.066,-0.200,-0.200,-0.201,0.023,0.029,0.066,0.000,0.000,0.000,0.207,0.208,0.220,0.200,0.200,0.200,74.771,70.220,153.643,98.303
5.365,-0.034,-0.041,-0.096,0.005,0.022,0.028,0.066,-0.200,-0.200,-0.201,0.022,0.028,0.066,0.000,0.000,0.000,0.207,0.208,0.220,0.200,0.200,0.200,74.807,70.204,153.603,98.291
5.375,-0.034,-0.041,-0.095,0.005,0.022,0.028,0.065,-0.200,-0.200,-0.201,0.022,0.028,0.065,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,74.843,70.189,153.563,98.280
5.385,-0.034,-0.041,-0.095,0.005,0.022,0.028,0.064,-0.200,-0.200,-0.201,0.022,0.028,0.064,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,74.879,70.174,153.523,98.269
5.395,-0.033,-0.040,-0.094,0.005,0.022,0.028,0.064,-0.200,-0.200,-0.201,0.022,0.028,0.064,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,74.915,70.159,153.484,98.258
5.405,-0.033,-0.040,-0.093,0.005,0.022,0.027,0.063,-0.200,-0.200,-0.201,0.022,0.027,0.063,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,74.950,70.144,153.444,98.247
5.415,-0.033,-0.040,-0.093,0.005,0.022,0.027,0.063,-0.200,-0.200,-0.201,0.022,0.027,0.063,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,74.985,70.130,153.406,98.236
5.425,-0.033,-0.039,-0.092,0.005,0.021,0.027,0.062,-0.200,-0.200,-0.201,0.021,0.027,0.062,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,75.020,70.115,153.367,98.225
5.435,-0.032,-0.039,-0.091,0.005,0.021,0.027,0.062,-0.200,-0.200,-0.201,0.021,0.027,0.062,0.000,0.000,0.000,0.207,0.208,0.219,0.200,0.200,0.200,75.054,70.100,153.329,98.215
5.445,-0.032,-0.039,-0.090,0.005,0.021,0.026,0.061,-0.200,-0.200,-0.201,0.021,0.026,0.061,0.000,0.000,0.000,0.207,0.208,0.218,0.200,0.200,0.200,75.089,70.086,153.291,98.204
5.455,-0.032,-0.038,-0.090,0.004,0.021,0.026,0.061,-0.200,-0.200,-0.201,0.021,0.026,0.061,0.000,0.000,0.000,0.207,0.208,0.218,0.200,0.200,0.200,75.123,70.072,153.253,98.193
5.465,-0.031,-0.038,-0.089,0.004,0.021,0.026,0.060,-0.200,-0.200,-0.201,0.021,0.026,0.060,0.000,0.000,0.000,0.207,0.208,0.218,0.200,0.200,0.200,75.156,70.057,153.216,98.183
5.475,-0.031,-0.038,-0.088,0.004,0.020,0.026,0.060,-0.200,-0.200,-0.201,0.020,0.026,0.060,0.000,0.000,0.000,0.207,0.208,0.218,0.200,0.200,0.200,75.190,70.043,153.179,98.173
5.485,-0.031,-0.038,-0.088,0.004,0.020,0.025,0.060,-0.200,-0.200,-0.200,0.020,0.025,0.060,0.000,0.000,0.000,0.206,0.208,0.218,0.200,0.200,0.200,75.223,70.029,153.142,98.163
5.495,-0.031,-0.037,-0.087,0.004,0.020,0.025,0.059,-0.200,-0.200,-0.200,0.020,0.025,0.059,0.000,0.000,0.000,0.206,0.208,0.218,0.200,0.200,0.200,75.256,70.015,153.106,98.153
5.506,-0.030,-0.037,-0.086,0.004,0.020,0.025,0.059,-0.200,-0.200,-0.200,0.020,0.025,0.059,0.000,0.000,0.000,0.206,0.207,0.218,0.200,0.200,0.200,75.289,70.001,153.070,98.143
5.516,-0.030,-0.037,-0.085,0.004,0.020,0.025,0.058,-0.200,-0.200,-0.200,0.020,0.025,0.058,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.321,69.988,153.034,98.133
5.526,-0.030,-0.036,-0.085,0.004,0.020,0.025,0.058,-0.200,-0.200,-0.200,0.020,0.025,0.058,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.353,69.974,152.999,98.123
5.536,-0.030,-0.036,-0.084,0.004,0.019,0.024,0.057,-0.200,-0.200,-0.200,0.019,0.024,0.057,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.385,69.961,152.963,98.113
5.546,-0.029,-0.036,-0.083,0.004,0.019,0.024,0.057,-0.200,-0.200,-0.200,0.019,0.024,0.057,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.417,69.947,152.929,98.104
5.556,-0.029,-0.035,-0.083,0.004,0.019,0.024,0.056,-0.200,-0.200,-0.200,0.019,0.024,0.056,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.448,69.934,152.894,98.094
5.566,-0.029,-0.035,-0.082,0.004,0.019,0.024,0.056,-0.200,-0.200,-0.200,0.019,0.024,0.056,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.479,69.921,152.859,98.085
5.576,-0.029,-0.035,-0.082,0.004,0.019,0.024,0.055,-0.200,-0.200,-0.200,0.019,0.024,0.055,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.510,69.908,152.825,98.075
5.586,-0.028,-0.035,-0.081,0.004,0.019,0.023,0.055,-0.200,-0.200,-0.200,0.019,0.023,0.055,0.000,0.000,0.000,0.206,0.207,0.217,0.200,0.200,0.200,75.541,69.895,152.792,98.066
5.596,-0.028,-0.034,-0.080,0.004,0.018,0.023,0.055,-0.200,-0.200,-0.200,0.018,0.023,0.055,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.572,69.882,152.758,98.057
5.606,-0.028,-0.034,-0.080,0.004,0.018,0.023,0.054,-0.200,-0.200,-0.200,0.018,0.023,0.054,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.602,69.869,152.725,98.048
5.616,-0.028,-0.034,-0.079,0.003,0.018,0.023,0.054,-0.200,-0.200,-0.200,0.018,0.023,0.054,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.632,69.856,152.692,98.039
5.626,-0.028,-0.033,-0.078,0.003,0.018,0.023,0.053,-0.200,-0.200,-0.200,0.018,0.023,0.053,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.662,69.843,152.659,98.030
5.636,-0.027,-0.033,-0.078,0.003,0.018,0.022,0.053,-0.200,-0.200,-0.200,0.018,0.022,0.053,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.691,69.831,152.627,98.021
5.646,-0.027,-0.033,-0.077,0.003,0.018,0.022,0.052,-0.200,-0.200,-0.200,0.018,0.022,0.052,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.720,69.818,152.594,98.012
5.656,-0.027,-0.033,-0.077,0.003,0.018,0.022,0.052,-0.200,-0.200,-0.200,0.018,0.022,0.052,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.749,69.806,152.562,98.003
5.666,-0.027,-0.032,-0.076,0.003,0.017,0.022,0.052,-0.200,-0.200,-0.200,0.017,0.022,0.052,0.000,0.000,0.000,0.206,0.207,0.216,0.200,0.200,0.200,75.778,69.794,152.531,97.995
5.676,-0.026,-0.032,-0.075,0.003,0.017,0.022,0.051,-0.200,-0.200,-0.200,0.017,0.022,0.051,0.000,0.000,0.000,0.206,0.207,0.215,0.200,0.200,0.200,75.807,69.782,152.499,97.986
5.686,-0.026,-0.032,-0.075,0.003,0.017,0.021,0.051,-0.200,-0.200,-0.200,0.017,0.021,0.051,0.000,0.000,0.000,0.205,0.206,0.215,0.200,0.200,0.200,75.835,69.770,152.468,97.978
5.696,-0.026,-0.032,-0.074,0.003,0.017,0.021,0.050,-0.200,-0.200,-0.200,0.017,0.021,0.050,0.000,0.000,0.000,0.205,0.206,0.215,0.200,0.200,0.200,75.864,69.758,152.437,97.970
