NORMALIZED_TIME, INERTIAL_X, INERTIAL_Y, INERTIAL_Z, ASTEROID_X, ASTEROID_Y, ASTEROID_Z, RADIUS
 0.000, 2.999,-0.000,-0.000, 2.999,-0.000,-0.000, 2.999
 0.001, 2.916,-0.007, 0.004, 2.915,-0.011, 0.004, 2.916
 0.001, 2.731,-0.033, 0.016, 2.731,-0.040, 0.016, 2.731
 0.002, 2.491,-0.069, 0.034, 2.491,-0.078, 0.034, 2.492
 0.003, 2.231,-0.110, 0.055, 2.230,-0.121, 0.055, 2.234
 0.003, 1.975,-0.151, 0.076, 1.974,-0.163, 0.076, 1.982
 0.004, 1.739,-0.190, 0.095, 1.738,-0.202, 0.095, 1.752
 0.005, 1.534,-0.223, 0.113, 1.532,-0.236, 0.113, 1.554
 0.005, 1.363,-0.252, 0.127, 1.360,-0.265, 0.127, 1.391
 0.006, 1.225,-0.277, 0.139, 1.222,-0.290, 0.139, 1.264
 0.007, 1.119,-0.302, 0.146, 1.115,-0.315, 0.146, 1.168
 0.007, 1.039,-0.326, 0.153, 1.035,-0.340, 0.153, 1.100
 0.008, 0.982,-0.350, 0.165, 0.977,-0.363, 0.165, 1.056
 0.009, 0.941,-0.369, 0.188, 0.935,-0.383, 0.188, 1.028
 0.009, 0.912,-0.382, 0.223, 0.906,-0.397, 0.223, 1.014
 0.010, 0.894,-0.391, 0.262, 0.887,-0.407, 0.262, 1.010
 0.011, 0.884,-0.395, 0.303, 0.876,-0.412, 0.303, 1.014
 0.011, 0.879,-0.397, 0.341, 0.871,-0.415, 0.341, 1.023
 0.012, 0.878,-0.398, 0.378, 0.869,-0.416, 0.378, 1.035
 0.013, 0.876,-0.398, 0.414, 0.867,-0.417, 0.414, 1.048
 0.013, 0.874,-0.398, 0.447, 0.865,-0.419, 0.447, 1.060
 0.014, 0.871,-0.397, 0.480, 0.861,-0.418, 0.480, 1.071
 0.015, 0.866,-0.397, 0.510, 0.855,-0.419, 0.510, 1.081
 0.015, 0.858,-0.397, 0.539, 0.847,-0.420, 0.539, 1.088
 0.016, 0.847,-0.396, 0.567, 0.836,-0.420, 0.567, 1.094
 0.017, 0.835,-0.394, 0.595, 0.823,-0.418, 0.595, 1.098
 0.017, 0.822,-0.388, 0.621, 0.810,-0.413, 0.621, 1.101
 0.018, 0.809,-0.381, 0.647, 0.796,-0.406, 0.647, 1.103
 0.019, 0.792,-0.375, 0.671, 0.780,-0.400, 0.671, 1.104
 0.019, 0.776,-0.367, 0.695, 0.763,-0.393, 0.695, 1.104
 0.020, 0.758,-0.358, 0.719, 0.745,-0.385, 0.719, 1.104
 0.021, 0.738,-0.352, 0.741, 0.725,-0.378, 0.741, 1.104
 0.021, 0.716,-0.350, 0.763, 0.702,-0.377, 0.763, 1.103
 0.022, 0.692,-0.354, 0.781, 0.678,-0.381, 0.781, 1.102
 0.023, 0.669,-0.365, 0.796, 0.654,-0.391, 0.796, 1.102
 0.023, 0.647,-0.380, 0.806, 0.630,-0.406, 0.806, 1.101
 0.024, 0.627,-0.399, 0.811, 0.610,-0.425, 0.811, 1.100
 0.025, 0.610,-0.421, 0.812, 0.591,-0.447, 0.812, 1.099
 0.025, 0.593,-0.443, 0.812, 0.572,-0.469, 0.812, 1.099
 0.026, 0.575,-0.467, 0.811, 0.553,-0.493, 0.811, 1.099
 0.027, 0.557,-0.490, 0.810, 0.534,-0.516, 0.810, 1.098
 0.027, 0.538,-0.513, 0.808, 0.513,-0.538, 0.808, 1.098
 0.028, 0.518,-0.534, 0.808, 0.491,-0.559, 0.808, 1.098
 0.029, 0.497,-0.556, 0.807, 0.468,-0.580, 0.807, 1.098
 0.029, 0.476,-0.578, 0.804, 0.446,-0.601, 0.804, 1.099
 0.030, 0.456,-0.600, 0.799, 0.424,-0.623, 0.799, 1.099
 0.031, 0.436,-0.620, 0.795, 0.402,-0.643, 0.795, 1.099
 0.031, 0.415,-0.640, 0.792, 0.379,-0.662, 0.792, 1.099
 0.032, 0.394,-0.660, 0.786, 0.356,-0.681, 0.786, 1.099
 0.033, 0.373,-0.681, 0.778, 0.334,-0.701, 0.778, 1.099
 0.033, 0.350,-0.701, 0.771, 0.308,-0.720, 0.771, 1.099
 0.034, 0.325,-0.717, 0.766, 0.282,-0.736, 0.766, 1.099
 0.035, 0.298,-0.731, 0.765, 0.253,-0.748, 0.765, 1.099
 0.035, 0.269,-0.742, 0.764, 0.223,-0.757, 0.764, 1.099
 0.036, 0.239,-0.753, 0.763, 0.191,-0.767, 0.763, 1.099
 0.037, 0.209,-0.764, 0.761, 0.159,-0.776, 0.761, 1.099
 0.037, 0.179,-0.774, 0.760, 0.128,-0.784, 0.760, 1.099
 0.038, 0.150,-0.785, 0.755, 0.097,-0.793, 0.755, 1.099
 0.039, 0.122,-0.791, 0.753, 0.068,-0.798, 0.753, 1.099
 0.039, 0.094,-0.792, 0.756, 0.039,-0.797, 0.756, 1.099
 0.040, 0.066,-0.794, 0.757, 0.010,-0.797, 0.757, 1.099
 0.041, 0.038,-0.792, 0.762,-0.018,-0.792, 0.762, 1.099
 0.041, 0.012,-0.784, 0.770,-0.045,-0.783, 0.770, 1.099
 0.042,-0.015,-0.776, 0.778,-0.072,-0.773, 0.778, 1.099
 0.043,-0.041,-0.767, 0.786,-0.099,-0.762, 0.786, 1.099
 0.043,-0.069,-0.759, 0.791,-0.126,-0.752, 0.791, 1.099
 0.044,-0.096,-0.754, 0.794,-0.154,-0.744, 0.794, 1.099
 0.045,-0.122,-0.743, 0.800,-0.180,-0.731, 0.800, 1.098
 0.045,-0.147,-0.730, 0.807,-0.204,-0.716, 0.807, 1.098
 0.046,-0.171,-0.716, 0.815,-0.228,-0.700, 0.815, 1.098
 0.047,-0.194,-0.699, 0.825,-0.251,-0.680, 0.825, 1.098
 0.047,-0.218,-0.683, 0.833,-0.274,-0.662, 0.833, 1.098
 0.048,-0.242,-0.665, 0.840,-0.297,-0.642, 0.840, 1.099
 0.049,-0.266,-0.648, 0.847,-0.320,-0.623, 0.847, 1.099
 0.049,-0.291,-0.633, 0.850,-0.345,-0.606, 0.850, 1.099
 0.050,-0.317,-0.619, 0.851,-0.370,-0.589, 0.851, 1.099
 0.051,-0.341,-0.603, 0.853,-0.393,-0.571, 0.853, 1.099
 0.051,-0.365,-0.590, 0.853,-0.417,-0.555, 0.853, 1.099
 0.052,-0.387,-0.573, 0.854,-0.438,-0.536, 0.854, 1.099
 0.053,-0.410,-0.554, 0.856,-0.459,-0.514, 0.856, 1.099
 0.053,-0.429,-0.533, 0.860,-0.477,-0.490, 0.860, 1.099
 0.054,-0.445,-0.508, 0.866,-0.491,-0.464, 0.866, 1.099
 0.055,-0.457,-0.482, 0.875,-0.501,-0.436, 0.875, 1.098
 0.055,-0.469,-0.456, 0.882,-0.511,-0.408, 0.882, 1.098
 0.056,-0.478,-0.428, 0.892,-0.517,-0.379, 0.892, 1.098
 0.057,-0.485,-0.398, 0.901,-0.522,-0.348, 0.901, 1.098
 0.057,-0.494,-0.369, 0.909,-0.528,-0.318, 0.909, 1.099
 0.058,-0.502,-0.341, 0.916,-0.534,-0.288, 0.916, 1.099
 0.059,-0.510,-0.312, 0.922,-0.540,-0.258, 0.922, 1.099
 0.059,-0.517,-0.283, 0.928,-0.543,-0.228, 0.928, 1.099
 0.060,-0.523,-0.253, 0.933,-0.547,-0.196, 0.933, 1.099
 0.061,-0.529,-0.222, 0.938,-0.549,-0.165, 0.938, 1.099
 0.061,-0.531,-0.192, 0.943,-0.549,-0.134, 0.943, 1.100
 0.062,-0.533,-0.162, 0.948,-0.548,-0.103, 0.948, 1.100
 0.063,-0.534,-0.131, 0.953,-0.545,-0.072, 0.953, 1.100
 0.063,-0.534,-0.101, 0.956,-0.542,-0.041, 0.956, 1.100
 0.064,-0.531,-0.072, 0.961,-0.536,-0.012, 0.961, 1.100
 0.065,-0.525,-0.043, 0.966,-0.527, 0.016, 0.966, 1.100
 0.065,-0.516,-0.016, 0.971,-0.514, 0.043, 0.971, 1.100
 0.066,-0.507, 0.013, 0.976,-0.502, 0.071, 0.976, 1.100
 0.067,-0.496, 0.041, 0.981,-0.488, 0.098, 0.981, 1.100
 0.067,-0.485, 0.069, 0.985,-0.473, 0.126, 0.985, 1.100
 0.068,-0.474, 0.099, 0.987,-0.459, 0.154, 0.987, 1.099
 0.069,-0.461, 0.127, 0.990,-0.443, 0.181, 0.990, 1.099
 0.069,-0.443, 0.150, 0.995,-0.422, 0.203, 0.995, 1.099
 0.070,-0.425, 0.173, 0.999,-0.401, 0.224, 0.999, 1.099
 0.071,-0.410, 0.199, 1.000,-0.383, 0.248, 1.000, 1.099
 0.071,-0.397, 0.225, 1.000,-0.366, 0.273, 1.000, 1.099
 0.072,-0.380, 0.249, 1.001,-0.346, 0.294, 1.001, 1.099
 0.073,-0.364, 0.273, 1.001,-0.326, 0.316, 1.001, 1.099
 0.073,-0.344, 0.295, 1.001,-0.303, 0.337, 1.001, 1.099
 0.074,-0.322, 0.314, 1.003,-0.278, 0.353, 1.003, 1.099
 0.075,-0.298, 0.333, 1.004,-0.252, 0.369, 1.004, 1.099
 0.075,-0.275, 0.351, 1.004,-0.226, 0.384, 1.004, 1.099
 0.076,-0.250, 0.368, 1.005,-0.199, 0.398, 1.005, 1.099
 0.077,-0.224, 0.385, 1.004,-0.171, 0.411, 1.004, 1.099
 0.077,-0.197, 0.397, 1.005,-0.141, 0.420, 1.005, 1.099
 0.078,-0.169, 0.409, 1.006,-0.111, 0.428, 1.006, 1.099
 0.079,-0.141, 0.417, 1.007,-0.082, 0.432, 1.007, 1.099
 0.079,-0.113, 0.419, 1.009,-0.054, 0.431, 1.009, 1.099
 0.080,-0.085, 0.423, 1.011,-0.025, 0.431, 1.011, 1.099
 0.081,-0.056, 0.429, 1.010, 0.005, 0.433, 1.010, 1.099
 0.081,-0.028, 0.432, 1.010, 0.034, 0.432, 1.010, 1.099
 0.082,-0.002, 0.427, 1.012, 0.059, 0.422, 1.012, 1.098
 0.083, 0.019, 0.414, 1.017, 0.079, 0.407, 1.017, 1.098
 0.083, 0.040, 0.397, 1.023, 0.097, 0.387, 1.023, 1.098
 0.084, 0.061, 0.379, 1.028, 0.115, 0.366, 1.028, 1.098
 0.085, 0.079, 0.357, 1.035, 0.131, 0.342, 1.035, 1.098
 0.085, 0.098, 0.334, 1.041, 0.146, 0.316, 1.041, 1.097
 0.086, 0.117, 0.311, 1.046, 0.162, 0.290, 1.046, 1.097
 0.087, 0.138, 0.290, 1.050, 0.181, 0.266, 1.050, 1.098
 0.087, 0.162, 0.270, 1.052, 0.201, 0.242, 1.052, 1.098
 0.088, 0.182, 0.249, 1.054, 0.218, 0.218, 1.054, 1.098
 0.089, 0.201, 0.226, 1.056, 0.234, 0.193, 1.056, 1.099
 0.089, 0.223, 0.205, 1.056, 0.252, 0.168, 1.056, 1.099
 0.090, 0.247, 0.186, 1.055, 0.273, 0.145, 1.055, 1.099
 0.091, 0.273, 0.172, 1.051, 0.296, 0.127, 1.051, 1.099
 0.091, 0.299, 0.161, 1.045, 0.321, 0.111, 1.045, 1.099
 0.092, 0.327, 0.153, 1.038, 0.347, 0.099, 1.038, 1.099
 0.093, 0.354, 0.149, 1.030, 0.374, 0.090, 1.030, 1.099
 0.093, 0.381, 0.150, 1.020, 0.400, 0.086, 1.020, 1.099
 0.094, 0.407, 0.154, 1.009, 0.427, 0.085, 1.009, 1.099
 0.095, 0.433, 0.162, 0.997, 0.454, 0.088, 0.997, 1.099
 0.095, 0.455, 0.176, 0.984, 0.478, 0.098, 0.984, 1.099
 0.096, 0.476, 0.195, 0.970, 0.502, 0.113, 0.970, 1.098
 0.097, 0.496, 0.217, 0.955, 0.525, 0.131, 0.955, 1.098
 0.097, 0.515, 0.236, 0.940, 0.548, 0.146, 0.940, 1.098
 0.098, 0.537, 0.253, 0.923, 0.572, 0.158, 0.923, 1.098
 0.099, 0.559, 0.268, 0.906, 0.596, 0.169, 0.906, 1.098
 0.099, 0.580, 0.284, 0.889, 0.620, 0.179, 0.889, 1.098
 0.100, 0.602, 0.295, 0.870, 0.644, 0.186, 0.870, 1.098
 0.101, 0.626, 0.303, 0.851, 0.669, 0.188, 0.851, 1.099
 0.101, 0.649, 0.308, 0.831, 0.693, 0.189, 0.831, 1.099
 0.102, 0.671, 0.315, 0.811, 0.716, 0.190, 0.811, 1.099
 0.103, 0.692, 0.322, 0.791, 0.738, 0.194, 0.791, 1.099
 0.103, 0.709, 0.335, 0.771, 0.757, 0.202, 0.771, 1.100
 0.104, 0.721, 0.353, 0.751, 0.773, 0.217, 0.751, 1.099
 0.105, 0.731, 0.375, 0.730, 0.787, 0.236, 0.730, 1.099
 0.105, 0.736, 0.399, 0.712, 0.797, 0.257, 0.712, 1.099
 0.106, 0.737, 0.424, 0.696, 0.802, 0.281, 0.696, 1.099
 0.107, 0.738, 0.449, 0.679, 0.808, 0.305, 0.679, 1.099
 0.107, 0.739, 0.475, 0.659, 0.815, 0.329, 0.659, 1.098
 0.108, 0.739, 0.500, 0.640, 0.819, 0.353, 0.640, 1.098
 0.109, 0.728, 0.525, 0.632, 0.814, 0.378, 0.632, 1.098
 0.109, 0.711, 0.547, 0.631, 0.802, 0.401, 0.631, 1.097
 0.110, 0.691, 0.566, 0.636, 0.786, 0.423, 0.636, 1.096
 0.111, 0.669, 0.583, 0.644, 0.768, 0.444, 0.644, 1.096
 0.111, 0.646, 0.600, 0.652, 0.750, 0.464, 0.652, 1.096
 0.112, 0.621, 0.615, 0.661, 0.729, 0.483, 0.661, 1.096
 0.113, 0.597, 0.631, 0.669, 0.709, 0.502, 0.669, 1.097
 0.113, 0.573, 0.649, 0.674, 0.690, 0.523, 0.674, 1.097
 0.114, 0.550, 0.666, 0.677, 0.671, 0.544, 0.677, 1.098
 0.115, 0.525, 0.681, 0.683, 0.650, 0.563, 0.683, 1.098
 0.115, 0.499, 0.695, 0.689, 0.628, 0.581, 0.689, 1.098
 0.116, 0.474, 0.711, 0.691, 0.607, 0.601, 0.691, 1.099
 0.117, 0.449, 0.727, 0.692, 0.587, 0.621, 0.692, 1.099
 0.117, 0.423, 0.742, 0.692, 0.565, 0.640, 0.692, 1.099
 0.118, 0.395, 0.757, 0.693, 0.542, 0.660, 0.693, 1.099
 0.119, 0.367, 0.770, 0.694, 0.518, 0.678, 0.694, 1.099
 0.119, 0.338, 0.781, 0.697, 0.492, 0.694, 0.697, 1.099
 0.120, 0.309, 0.790, 0.699, 0.466, 0.709, 0.699, 1.099
 0.121, 0.281, 0.800, 0.700, 0.442, 0.724, 0.700, 1.100
 0.121, 0.253, 0.807, 0.703, 0.418, 0.735, 0.703, 1.100
 0.122, 0.225, 0.812, 0.706, 0.392, 0.746, 0.706, 1.100
 0.123, 0.196, 0.818, 0.708, 0.365, 0.757, 0.708, 1.099
 0.123, 0.166, 0.823, 0.710, 0.338, 0.768, 0.710, 1.099
 0.124, 0.135, 0.827, 0.711, 0.309, 0.779, 0.711, 1.099
 0.125, 0.104, 0.832, 0.711, 0.281, 0.790, 0.711, 1.099
 0.125, 0.074, 0.839, 0.706, 0.255, 0.803, 0.706, 1.099
 0.126, 0.045, 0.847, 0.700, 0.229, 0.816, 0.700, 1.099
 0.127, 0.016, 0.853, 0.694, 0.203, 0.828, 0.694, 1.099
 0.127,-0.014, 0.855, 0.691, 0.176, 0.837, 0.691, 1.099
 0.128,-0.043, 0.856, 0.689, 0.148, 0.844, 0.689, 1.100
 0.129,-0.073, 0.857, 0.685, 0.120, 0.852, 0.685, 1.099
 0.129,-0.106, 0.857, 0.681, 0.089, 0.858, 0.681, 1.099
 0.130,-0.138, 0.855, 0.677, 0.058, 0.864, 0.677, 1.099
 0.131,-0.170, 0.852, 0.673, 0.028, 0.869, 0.673, 1.099
 0.131,-0.201, 0.850, 0.667,-0.002, 0.874, 0.667, 1.099
 0.132,-0.231, 0.851, 0.657,-0.030, 0.881, 0.657, 1.099
 0.133,-0.260, 0.852, 0.645,-0.057, 0.888, 0.645, 1.099
 0.133,-0.288, 0.854, 0.630,-0.083, 0.897, 0.630, 1.099
 0.134,-0.313, 0.857, 0.613,-0.106, 0.907, 0.613, 1.099
 0.135,-0.333, 0.864, 0.593,-0.122, 0.918, 0.593, 1.100
 0.135,-0.345, 0.874, 0.572,-0.130, 0.930, 0.572, 1.099
 0.136,-0.356, 0.884, 0.549,-0.137, 0.943, 0.549, 1.099
 0.137,-0.364, 0.894, 0.525,-0.142, 0.955, 0.525, 1.099
 0.137,-0.376, 0.903, 0.501,-0.151, 0.966, 0.501, 1.099
 0.138,-0.384, 0.913, 0.476,-0.154, 0.978, 0.476, 1.099
 0.139,-0.392, 0.922, 0.451,-0.159, 0.989, 0.451, 1.098
 0.139,-0.405, 0.928, 0.426,-0.169, 0.998, 0.426, 1.098
 0.140,-0.422, 0.931, 0.400,-0.183, 1.006, 0.400, 1.098
 0.141,-0.440, 0.933, 0.374,-0.200, 1.012, 0.374, 1.097
 0.141,-0.456, 0.936, 0.348,-0.214, 1.019, 0.348, 1.098
 0.142,-0.466, 0.941, 0.319,-0.220, 1.027, 0.319, 1.098
 0.143,-0.469, 0.949, 0.288,-0.220, 1.036, 0.288, 1.097
 0.143,-0.469, 0.958, 0.259,-0.217, 1.044, 0.259, 1.098
 0.144,-0.467, 0.967, 0.229,-0.211, 1.053, 0.229, 1.098
 0.145,-0.462, 0.976, 0.199,-0.203, 1.061, 0.199, 1.098
 0.145,-0.460, 0.983, 0.169,-0.198, 1.067, 0.169, 1.098
 0.146,-0.458, 0.989, 0.139,-0.194, 1.072, 0.139, 1.099
 0.147,-0.456, 0.994, 0.110,-0.189, 1.077, 0.110, 1.099
 0.147,-0.461, 0.994, 0.082,-0.192, 1.079, 0.082, 1.099
 0.148,-0.470, 0.992, 0.054,-0.200, 1.079, 0.054, 1.099
 0.149,-0.479, 0.989, 0.026,-0.209, 1.079, 0.026, 1.099
 0.149,-0.485, 0.986,-0.004,-0.214, 1.078,-0.004, 1.099
 0.150,-0.489, 0.984,-0.033,-0.217, 1.077,-0.033, 1.099
 0.151,-0.493, 0.980,-0.064,-0.221, 1.075,-0.064, 1.099
 0.151,-0.495, 0.977,-0.094,-0.222, 1.072,-0.094, 1.099
 0.152,-0.492, 0.975,-0.125,-0.219, 1.070,-0.125, 1.099
 0.153,-0.486, 0.974,-0.155,-0.212, 1.067,-0.155, 1.099
 0.153,-0.483, 0.970,-0.186,-0.209, 1.063,-0.186, 1.099
 0.154,-0.483, 0.964,-0.216,-0.209, 1.057,-0.216, 1.099
 0.155,-0.483, 0.957,-0.245,-0.210, 1.051,-0.245, 1.099
 0.155,-0.486, 0.947,-0.274,-0.214, 1.043,-0.274, 1.099
 0.156,-0.489, 0.937,-0.303,-0.218, 1.034,-0.303, 1.099
 0.157,-0.491, 0.926,-0.332,-0.222, 1.024,-0.332, 1.099
 0.157,-0.492, 0.915,-0.361,-0.225, 1.014,-0.361, 1.100
 0.158,-0.489, 0.904,-0.390,-0.224, 1.003,-0.390, 1.100
 0.159,-0.486, 0.893,-0.418,-0.223, 0.992,-0.418, 1.100
 0.159,-0.480, 0.884,-0.445,-0.218, 0.982,-0.445, 1.100
 0.160,-0.473, 0.874,-0.471,-0.213, 0.971,-0.471, 1.100
 0.161,-0.461, 0.866,-0.496,-0.203, 0.960,-0.496, 1.100
 0.161,-0.445, 0.861,-0.519,-0.188, 0.951,-0.519, 1.100
 0.162,-0.426, 0.857,-0.540,-0.170, 0.942,-0.540, 1.099
 0.163,-0.404, 0.856,-0.558,-0.148, 0.935,-0.558, 1.099
 0.163,-0.381, 0.858,-0.572,-0.123, 0.931,-0.572, 1.099
 0.164,-0.355, 0.862,-0.582,-0.097, 0.927,-0.582, 1.099
 0.165,-0.329, 0.869,-0.586,-0.069, 0.927,-0.586, 1.099
 0.165,-0.303, 0.878,-0.587,-0.040, 0.928,-0.587, 1.099
 0.166,-0.275, 0.887,-0.587,-0.010, 0.928,-0.587, 1.099
 0.167,-0.247, 0.896,-0.585, 0.021, 0.930,-0.585, 1.099
 0.167,-0.219, 0.905,-0.583, 0.052, 0.930,-0.583, 1.099
 0.168,-0.191, 0.908,-0.588, 0.081, 0.924,-0.588, 1.099
 0.169,-0.164, 0.907,-0.598, 0.107, 0.915,-0.598, 1.098
 0.169,-0.139, 0.900,-0.614, 0.129, 0.901,-0.614, 1.098
 0.170,-0.117, 0.890,-0.632, 0.149, 0.885,-0.632, 1.098
 0.171,-0.101, 0.877,-0.652, 0.161, 0.868,-0.652, 1.098
 0.171,-0.090, 0.862,-0.674, 0.169, 0.850,-0.674, 1.098
 0.172,-0.080, 0.846,-0.696, 0.174, 0.831,-0.696, 1.098
 0.173,-0.072, 0.825,-0.720, 0.176, 0.810,-0.720, 1.098
 0.173,-0.066, 0.804,-0.745, 0.177, 0.787,-0.745, 1.098
 0.174,-0.060, 0.783,-0.768, 0.177, 0.765,-0.768, 1.098
 0.175,-0.056, 0.761,-0.790, 0.176, 0.742,-0.790, 1.098
 0.175,-0.053, 0.739,-0.812, 0.173, 0.720,-0.812, 1.099
 0.176,-0.049, 0.716,-0.832, 0.170, 0.697,-0.832, 1.099
 0.177,-0.047, 0.692,-0.853, 0.165, 0.674,-0.853, 1.099
 0.177,-0.044, 0.669,-0.872, 0.162, 0.650,-0.872, 1.100
 0.178,-0.040, 0.644,-0.890, 0.159, 0.626,-0.890, 1.100
 0.179,-0.039, 0.620,-0.908, 0.154, 0.602,-0.908, 1.100
 0.179,-0.039, 0.595,-0.925, 0.146, 0.578,-0.925, 1.100
 0.180,-0.039, 0.569,-0.941, 0.139, 0.553,-0.941, 1.100
 0.181,-0.042, 0.544,-0.955, 0.129, 0.530,-0.955, 1.100
 0.181,-0.046, 0.518,-0.969, 0.118, 0.507,-0.969, 1.100
 0.182,-0.047, 0.492,-0.983, 0.110, 0.482,-0.983, 1.100
 0.183,-0.050, 0.465,-0.995, 0.099, 0.457,-0.995, 1.100
 0.183,-0.052, 0.438,-1.008, 0.089, 0.432,-1.008, 1.100
 0.184,-0.049, 0.410,-1.019, 0.083, 0.404,-1.019, 1.100
 0.185,-0.042, 0.380,-1.031, 0.081, 0.374,-1.031, 1.099
 0.185,-0.033, 0.352,-1.041, 0.080, 0.344,-1.041, 1.099
 0.186,-0.027, 0.323,-1.050, 0.078, 0.315,-1.050, 1.099
 0.187,-0.020, 0.294,-1.059, 0.075, 0.285,-1.059, 1.099
 0.187,-0.014, 0.265,-1.067, 0.072, 0.256,-1.067, 1.099
 0.188,-0.007, 0.237,-1.074, 0.070, 0.227,-1.074, 1.100
 0.189, 0.003, 0.210,-1.080, 0.071, 0.198,-1.080, 1.100
 0.189, 0.018, 0.187,-1.084, 0.078, 0.171,-1.084, 1.100
 0.190, 0.035, 0.163,-1.087, 0.086, 0.142,-1.087, 1.100
 0.191, 0.051, 0.138,-1.090, 0.093, 0.114,-1.090, 1.100
 0.191, 0.063, 0.113,-1.092, 0.097, 0.086,-1.092, 1.100
 0.192, 0.071, 0.085,-1.094, 0.095, 0.057,-1.094, 1.100
 0.193, 0.074, 0.055,-1.096, 0.088, 0.027,-1.096, 1.099
 0.193, 0.079, 0.026,-1.096, 0.083,-0.001,-1.096, 1.099
 0.194, 0.091, 0.002,-1.095, 0.086,-0.028,-1.095, 1.099
 0.195, 0.108,-0.017,-1.094, 0.096,-0.052,-1.094, 1.099
 0.195, 0.127,-0.036,-1.091, 0.108,-0.076,-1.091, 1.099
 0.196, 0.148,-0.053,-1.088, 0.121,-0.099,-1.088, 1.099
 0.197, 0.170,-0.066,-1.084, 0.138,-0.120,-1.084, 1.099
 0.197, 0.195,-0.079,-1.078, 0.157,-0.140,-1.078, 1.099
 0.198, 0.220,-0.090,-1.073, 0.177,-0.160,-1.073, 1.099
 0.199, 0.245,-0.101,-1.067, 0.196,-0.178,-1.067, 1.099
 0.199, 0.270,-0.109,-1.060, 0.217,-0.195,-1.060, 1.099
 0.200, 0.296,-0.116,-1.052, 0.238,-0.211,-1.052, 1.099
 0.201, 0.322,-0.121,-1.044, 0.261,-0.224,-1.044, 1.099
 0.201, 0.347,-0.128,-1.035, 0.282,-0.240,-1.035, 1.100
 0.202, 0.370,-0.142,-1.025, 0.298,-0.261,-1.025, 1.099
 0.203, 0.392,-0.159,-1.015, 0.313,-0.285,-1.015, 1.099
 0.203, 0.413,-0.175,-1.003, 0.326,-0.308,-1.003, 1.099
 0.204, 0.433,-0.193,-0.991, 0.339,-0.332,-0.991, 1.099
 0.205, 0.453,-0.211,-0.979, 0.350,-0.357,-0.979, 1.099
 0.205, 0.473,-0.227,-0.966, 0.364,-0.379,-0.966, 1.099
 0.206, 0.496,-0.235,-0.953, 0.381,-0.394,-0.953, 1.099
 0.207, 0.520,-0.240,-0.938, 0.401,-0.408,-0.938, 1.099
 0.207, 0.544,-0.245,-0.923, 0.422,-0.422,-0.923, 1.099
 0.208, 0.567,-0.254,-0.906, 0.440,-0.439,-0.906, 1.099
 0.209, 0.589,-0.266,-0.888, 0.456,-0.459,-0.888, 1.099
 0.209, 0.610,-0.278,-0.870, 0.470,-0.478,-0.870, 1.099
 0.210, 0.630,-0.291,-0.852, 0.484,-0.497,-0.852, 1.099
 0.211, 0.648,-0.305,-0.834, 0.495,-0.518,-0.834, 1.099
 0.211, 0.665,-0.320,-0.815, 0.504,-0.538,-0.815, 1.099
 0.212, 0.681,-0.335,-0.796, 0.513,-0.558,-0.796, 1.099
 0.213, 0.698,-0.345,-0.777, 0.525,-0.575,-0.777, 1.100
 0.213, 0.716,-0.353,-0.755, 0.538,-0.590,-0.755, 1.099
 0.214, 0.736,-0.359,-0.733, 0.554,-0.604,-0.733, 1.099
 0.215, 0.755,-0.365,-0.711, 0.568,-0.617,-0.711, 1.099
 0.215, 0.773,-0.371,-0.688, 0.583,-0.629,-0.688, 1.099
 0.216, 0.792,-0.373,-0.665, 0.599,-0.639,-0.665, 1.099
 0.217, 0.811,-0.371,-0.643, 0.616,-0.645,-0.643, 1.099
 0.217, 0.829,-0.371,-0.619, 0.632,-0.652,-0.619, 1.099
 0.218, 0.846,-0.373,-0.595, 0.647,-0.661,-0.595, 1.099
 0.219, 0.862,-0.375,-0.570, 0.660,-0.670,-0.570, 1.100
 0.219, 0.876,-0.381,-0.545, 0.670,-0.681,-0.545, 1.100
 0.220, 0.885,-0.392,-0.521, 0.674,-0.696,-0.521, 1.099
 0.221, 0.891,-0.408,-0.498, 0.672,-0.714,-0.498, 1.099
 0.221, 0.895,-0.426,-0.474, 0.668,-0.732,-0.474, 1.099
 0.222, 0.898,-0.445,-0.450, 0.663,-0.752,-0.450, 1.099
 0.223, 0.900,-0.465,-0.426, 0.656,-0.772,-0.426, 1.099
 0.223, 0.901,-0.484,-0.401, 0.649,-0.791,-0.401, 1.099
 0.224, 0.901,-0.503,-0.377, 0.641,-0.809,-0.377, 1.099
 0.225, 0.904,-0.517,-0.350, 0.637,-0.824,-0.350, 1.099
 0.225, 0.906,-0.531,-0.324, 0.632,-0.838,-0.324, 1.099
 0.226, 0.907,-0.544,-0.297, 0.628,-0.852,-0.297, 1.099
 0.227, 0.910,-0.554,-0.270, 0.626,-0.862,-0.270, 1.099
 0.227, 0.916,-0.556,-0.241, 0.630,-0.868,-0.241, 1.099
 0.228, 0.924,-0.555,-0.213, 0.636,-0.870,-0.213, 1.099
 0.229, 0.931,-0.553,-0.184, 0.643,-0.872,-0.184, 1.099
 0.229, 0.940,-0.547,-0.156, 0.652,-0.870,-0.156, 1.099
 0.230, 0.946,-0.544,-0.127, 0.658,-0.871,-0.127, 1.099
 0.231, 0.950,-0.543,-0.097, 0.661,-0.872,-0.097, 1.099
 0.231, 0.953,-0.542,-0.066, 0.663,-0.874,-0.066, 1.099
