NORMALIZED_TIME, INERTIAL_X, INERTIAL_Y, INERTIAL_Z, ASTEROID_X, ASTEROID_Y, ASTEROID_Z, RADIUS
 0.464,-0.626,-0.636, 0.643,-0.893, 0.016, 0.643, 1.100
 0.465,-0.649,-0.614, 0.642,-0.892, 0.048, 0.642, 1.100
 0.465,-0.670,-0.590, 0.642,-0.889, 0.081, 0.642, 1.100
 0.466,-0.690,-0.567, 0.642,-0.886, 0.113, 0.642, 1.100
 0.467,-0.710,-0.543, 0.642,-0.882, 0.145, 0.642, 1.100
 0.467,-0.728,-0.519, 0.641,-0.877, 0.176, 0.641, 1.100
 0.468,-0.744,-0.494, 0.642,-0.870, 0.205, 0.642, 1.100
 0.469,-0.760,-0.469, 0.643,-0.861, 0.235, 0.643, 1.100
 0.469,-0.773,-0.442, 0.646,-0.851, 0.264, 0.646, 1.100
 0.470,-0.784,-0.415, 0.651,-0.838, 0.291, 0.651, 1.100
 0.471,-0.793,-0.387, 0.656,-0.824, 0.318, 0.656, 1.100
 0.471,-0.801,-0.359, 0.663,-0.807, 0.344, 0.663, 1.100
 0.472,-0.805,-0.330, 0.673,-0.789, 0.367, 0.673, 1.100
 0.473,-0.808,-0.301, 0.682,-0.769, 0.390, 0.682, 1.100
 0.473,-0.812,-0.268, 0.691,-0.747, 0.416, 0.691, 1.099
 0.474,-0.816,-0.236, 0.698,-0.725, 0.441, 0.698, 1.099
 0.475,-0.819,-0.203, 0.705,-0.702, 0.467, 0.705, 1.099
 0.475,-0.820,-0.170, 0.711,-0.679, 0.491, 0.711, 1.099
 0.476,-0.823,-0.138, 0.716,-0.656, 0.515, 0.716, 1.099
 0.477,-0.825,-0.106, 0.719,-0.633, 0.539, 0.719, 1.099
 0.477,-0.809,-0.080, 0.731,-0.603, 0.546, 0.731, 1.093
 0.478,-0.744,-0.071, 0.761,-0.552, 0.504, 0.761, 1.067
 0.479,-0.648,-0.074, 0.804,-0.489, 0.432, 0.804, 1.035
 0.479,-0.538,-0.085, 0.851,-0.423, 0.343, 0.851, 1.011
 0.480,-0.426,-0.101, 0.899,-0.360, 0.249, 0.899, 1.000
 0.481,-0.320,-0.119, 0.943,-0.302, 0.159, 0.943, 1.003
 0.481,-0.226,-0.137, 0.982,-0.253, 0.077, 0.982, 1.017
 0.482,-0.146,-0.154, 1.015,-0.212, 0.006, 1.015, 1.037
 0.483,-0.081,-0.169, 1.042,-0.180,-0.052, 1.042, 1.058
 0.483,-0.027,-0.186, 1.061,-0.157,-0.103, 1.061, 1.078
 0.484, 0.019,-0.201, 1.074,-0.138,-0.148, 1.074, 1.093
 0.485, 0.062,-0.213, 1.082,-0.118,-0.188, 1.082, 1.105
 0.485, 0.103,-0.219, 1.086,-0.096,-0.222, 1.086, 1.112
 0.486, 0.141,-0.221, 1.086,-0.073,-0.252, 1.086, 1.117
 0.487, 0.176,-0.223, 1.082,-0.051,-0.280, 1.082, 1.119
 0.487, 0.210,-0.222, 1.077,-0.029,-0.305, 1.077, 1.119
 0.488, 0.243,-0.222, 1.069,-0.007,-0.329, 1.069, 1.118
 0.489, 0.276,-0.222, 1.058, 0.014,-0.354, 1.058, 1.116
 0.489, 0.309,-0.221, 1.047, 0.036,-0.379, 1.047, 1.114
 0.490, 0.320,-0.176, 1.011, 0.076,-0.357, 1.011, 1.075
 0.491, 0.295,-0.062, 0.940, 0.146,-0.264, 0.940, 0.988
 0.491, 0.249, 0.090, 0.851, 0.231,-0.129, 0.851, 0.891
 0.492, 0.191, 0.258, 0.755, 0.320, 0.023, 0.755, 0.821
 0.493, 0.130, 0.423, 0.662, 0.406, 0.178, 0.662, 0.796
 0.493, 0.070, 0.577, 0.576, 0.484, 0.323, 0.576, 0.819
 0.494, 0.015, 0.712, 0.502, 0.551, 0.451, 0.502, 0.871
 0.495,-0.033, 0.825, 0.440, 0.606, 0.560, 0.440, 0.935
 0.495,-0.073, 0.915, 0.391, 0.650, 0.648, 0.391, 0.998
 0.496,-0.103, 0.985, 0.351, 0.685, 0.716, 0.351, 1.051
 0.497,-0.123, 1.038, 0.316, 0.713, 0.765, 0.316, 1.092
 0.497,-0.136, 1.076, 0.283, 0.735, 0.798, 0.283, 1.121
 0.498,-0.144, 1.102, 0.251, 0.750, 0.820, 0.251, 1.140
 0.499,-0.156, 1.117, 0.219, 0.755, 0.838, 0.219, 1.149
 0.499,-0.174, 1.123, 0.188, 0.748, 0.855, 0.188, 1.152
 0.500,-0.195, 1.122, 0.161, 0.735, 0.870, 0.161, 1.150
 0.501,-0.217, 1.117, 0.133, 0.718, 0.882, 0.133, 1.145
 0.501,-0.239, 1.109, 0.107, 0.699, 0.893, 0.107, 1.139
 0.502,-0.263, 1.098, 0.089, 0.676, 0.904, 0.089, 1.132
 0.503,-0.288, 1.085, 0.080, 0.652, 0.914, 0.080, 1.125
 0.503,-0.315, 1.071, 0.074, 0.624, 0.925, 0.074, 1.118
 0.504,-0.343, 1.056, 0.069, 0.596, 0.937, 0.069, 1.113
 0.505,-0.371, 1.042, 0.068, 0.569, 0.948, 0.068, 1.108
 0.505,-0.398, 1.028, 0.065, 0.542, 0.960, 0.065, 1.104
 0.506,-0.425, 1.014, 0.064, 0.515, 0.971, 0.064, 1.101
 0.507,-0.452, 1.000, 0.065, 0.488, 0.983, 0.065, 1.099
 0.507,-0.479, 0.985, 0.064, 0.460, 0.994, 0.064, 1.097
 0.508,-0.508, 0.970, 0.066, 0.432, 1.006, 0.066, 1.096
 0.509,-0.535, 0.954, 0.069, 0.404, 1.017, 0.069, 1.096
 0.509,-0.562, 0.939, 0.068, 0.376, 1.027, 0.068, 1.096
 0.510,-0.588, 0.923, 0.059, 0.349, 1.037, 0.059, 1.096
 0.511,-0.611, 0.909, 0.044, 0.324, 1.046, 0.044, 1.096
 0.511,-0.630, 0.897, 0.024, 0.304, 1.053, 0.024, 1.096
 0.512,-0.644, 0.888,-0.001, 0.290, 1.058,-0.001, 1.097
 0.513,-0.628, 0.873,-0.055, 0.289, 1.036,-0.055, 1.077
 0.513,-0.574, 0.850,-0.147, 0.306, 0.979,-0.147, 1.036
 0.514,-0.500, 0.823,-0.258, 0.333, 0.903,-0.258, 0.997
 0.515,-0.416, 0.795,-0.374, 0.364, 0.820,-0.374, 0.972
 0.515,-0.331, 0.769,-0.485, 0.397, 0.737,-0.485, 0.968
 0.516,-0.253, 0.745,-0.586, 0.428, 0.660,-0.586, 0.981
 0.517,-0.183, 0.725,-0.672, 0.456, 0.593,-0.672, 1.006
 0.517,-0.125, 0.708,-0.743, 0.480, 0.536,-0.743, 1.034
 0.518,-0.075, 0.697,-0.798, 0.502, 0.490,-0.798, 1.062
 0.519,-0.031, 0.690,-0.837, 0.524, 0.450,-0.837, 1.085
 0.519, 0.008, 0.684,-0.865, 0.544, 0.415,-0.865, 1.103
 0.520, 0.043, 0.676,-0.886, 0.560, 0.382,-0.886, 1.115
 0.521, 0.075, 0.668,-0.900, 0.574, 0.350,-0.900, 1.123
 0.521, 0.107, 0.658,-0.908, 0.585, 0.319,-0.908, 1.127
 0.522, 0.136, 0.648,-0.913, 0.595, 0.289,-0.913, 1.128
 0.523, 0.163, 0.634,-0.917, 0.601, 0.259,-0.917, 1.126
 0.523, 0.189, 0.621,-0.917, 0.608, 0.229,-0.917, 1.124
 0.524, 0.214, 0.606,-0.917, 0.611, 0.200,-0.917, 1.120
 0.525, 0.238, 0.592,-0.916, 0.615, 0.171,-0.916, 1.117
 0.525, 0.263, 0.577,-0.915, 0.618, 0.141,-0.915, 1.113
 0.526, 0.289, 0.563,-0.911, 0.623, 0.112,-0.911, 1.110
 0.527, 0.317, 0.551,-0.906, 0.630, 0.081,-0.906, 1.107
 0.527, 0.345, 0.541,-0.898, 0.640, 0.052,-0.898, 1.104
 0.528, 0.373, 0.536,-0.888, 0.652, 0.026,-0.888, 1.102
 0.529, 0.400, 0.534,-0.875, 0.667, 0.003,-0.875, 1.100
 0.529, 0.425, 0.538,-0.860, 0.685,-0.016,-0.860, 1.099
 0.530, 0.445, 0.546,-0.843, 0.704,-0.028,-0.843, 1.098
 0.531, 0.463, 0.556,-0.826, 0.723,-0.037,-0.826, 1.098
 0.531, 0.480, 0.568,-0.807, 0.742,-0.044,-0.807, 1.098
 0.532, 0.498, 0.580,-0.788, 0.763,-0.052,-0.788, 1.098
 0.533, 0.515, 0.592,-0.767, 0.783,-0.060,-0.767, 1.098
 0.533, 0.531, 0.605,-0.746, 0.802,-0.066,-0.746, 1.098
 0.534, 0.547, 0.618,-0.725, 0.822,-0.072,-0.725, 1.098
 0.535, 0.558, 0.633,-0.703, 0.840,-0.073,-0.703, 1.098
 0.535, 0.569, 0.647,-0.682, 0.858,-0.074,-0.682, 1.099
 0.536, 0.580, 0.661,-0.659, 0.876,-0.075,-0.659, 1.099
 0.537, 0.590, 0.674,-0.636, 0.893,-0.077,-0.636, 1.099
 0.537, 0.605, 0.683,-0.614, 0.908,-0.085,-0.614, 1.099
 0.538, 0.625, 0.680,-0.594, 0.918,-0.104,-0.594, 1.098
 0.539, 0.650, 0.670,-0.577, 0.924,-0.131,-0.577, 1.097
 0.539, 0.674, 0.656,-0.564, 0.927,-0.160,-0.564, 1.097
 0.540, 0.698, 0.640,-0.553, 0.928,-0.190,-0.553, 1.097
 0.541, 0.724, 0.622,-0.539, 0.928,-0.222,-0.539, 1.096
